Household No.,DIS,Relationship,Gender,Age,Marital status,Educational Level,Ethnicity,Employment status,Employment_sector,Income PP,Income FP,Income SP,Income TP,neighborhood_shop,main_super_market,mini_super_market,home_delivery,own_field,govt_ngo,online,neighbors,fairs,bank_city,bank_near,local_financial,atm_city,atm_near,online_banking,post_office,work_from_home,come_from_home,come_from_renthouse,come_from_commonhostel,work_public,work_shared,work_hired,work_own_motor,work_bicycle,work_walking
121,Gampaha,1,2,3,2,4,1,3,10,2,1,1,2,-1.0,1.0,1.0,-0.5,-2.5,0.5,1.0,0.5,3.5,1.0,1.0,2.5,1.0,1.0,1.0,-0.5,1.0,3.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
122,Kandy,1,2,4,2,4,2,10,6,3,1,1,1,1.0,1.0,0.5,2.5,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
124,Kandy,1,2,4,2,4,1,3,1,3,1,1,3,-0.5,1.0,1.0,-3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.5,-1.0,1.0,-0.5,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0
125,Gampaha,2,1,4,2,4,1,6,0,3,1,1,1,0.5,1.0,1.0,-3.5,1.0,-1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0,1.0,1.0,-1.0,0.5,1.0,5.0,1.0,1.0,-1.0,1.0,1.0
126,Kandy,1,2,4,2,4,2,7,10,4,1,1,4,3.5,1.5,0.5,-3.5,1.0,1.0,1.0,1.0,1.0,3.5,3.5,1.0,2.5,2.5,1.0,2.0,-3.5,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
127,Kandy,1,2,3,2,4,1,1,7,3,3,3,3,3.5,-0.5,1.0,-1.5,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,-0.5,1.0,1.0,-0.5,1.0,0.5,1.0,1.0,5.0,-2.0,1.0,1.0,1.0,1.0
128,Gampaha,1,2,6,2,3,1,6,0,3,2,2,2,1.0,-1.0,1.0,-0.5,1.0,0.5,1.0,-0.5,1.0,1.0,1.0,-0.5,-1.0,-0.5,1.0,-0.5,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
130,Kandy,1,2,3,2,5,1,3,4,2,1,1,1,-0.5,1.0,1.0,-2.5,-0.5,1.0,1.0,0.5,0.5,1.5,1.0,-0.5,-0.5,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0
131,Gampaha,1,2,3,2,4,1,9,10,2,1,1,2,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
132,Gampaha,1,2,5,2,4,1,6,0,3,3,3,3,-1.0,1.0,1.0,-0.5,0.5,1.0,1.0,1.0,4.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
134,Gampaha,1,2,5,2,5,1,8,4,3,1,1,1,-1.0,1.0,1.0,-0.5,1.0,0.5,1.0,-2.5,2.0,2.0,1.0,1.0,0.5,-0.5,1.0,2.0,0.5,-1.0,1.0,0.5,1.0,1.0,2.0,-0.5,1.0,1.0
135,Gampaha,1,2,3,2,4,1,3,4,3,2,2,2,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,5.0,1.0,1.0,-5.0,1.0,1.0
136,Kandy,2,1,4,2,4,2,3,1,3,1,1,1,4.0,1.0,1.0,-0.5,-0.5,1.0,0.5,1.0,3.5,1.5,1.5,1.0,2.0,1.5,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
137,Puttalam,1,2,2,2,4,2,10,8,1,3,3,3,0.5,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,-1.5,1.0,0.5,-0.5,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
138,Gampaha,1,2,2,2,5,1,10,10,3,2,2,2,-1.0,0.5,0.5,-0.5,1.0,0.5,1.0,0.5,0.5,3.5,1.0,1.0,-1.0,-1.0,0.5,2.0,1.0,0.5,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
139,Kandy,1,2,5,2,4,1,8,10,5,5,5,5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.5,1.0,1.0,1.0,-2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0
140,Puttalam,1,1,4,2,4,1,6,0,3,2,3,3,-2.5,1.0,-1.0,-0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,-0.5,-0.5,1.0,1.0,1.0,-1.0,1.0,1.0,0.5,1.0,-2.5,1.0,1.0,1.0
141,Matale,2,1,3,2,4,3,6,0,2,1,1,2,2.5,1.5,3.5,1.0,2.5,3.5,1.0,1.5,0.0,0.0,2.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.5,1.0,1.0,1.0
142,Puttalam,1,2,4,2,5,1,1,3,3,3,3,3,0.5,0.5,1.0,-2.5,1.0,1.0,1.0,-0.5,2.0,2.5,0.5,1.0,2.5,0.5,1.0,0.5,0.5,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.5,1.0
144,Puttalam,1,2,3,2,5,1,3,10,1,1,1,2,-4.0,2.0,4.5,-2.5,1.0,0.0,1.0,-0.5,4.0,1.0,1.0,1.0,-1.0,1.0,-1.0,4.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
145,Kandy,1,2,3,2,5,1,10,10,3,1,1,3,-1.0,1.0,1.0,-3.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5
147,Matale,2,1,2,2,4,3,10,10,2,1,1,1,3.0,4.0,2.0,-2.0,1.0,2.0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148,Colombo,1,2,6,2,3,3,10,10,2,2,2,2,0.5,-0.5,-0.5,1.0,1.0,1.0,1.0,1.0,-1.0,-0.5,2.0,1.0,-2.5,0.0,0.0,0.5,0.5,-2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
150,Puttalam,1,2,3,2,4,1,3,3,2,1,1,2,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,0.5,3.5,1.0,1.0,0.5,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-0.5,1.0
152,Puttalam,1,1,5,3,4,1,8,1,3,1,1,1,2.0,2.0,-1.0,-1.5,-0.5,0.5,1.0,-0.5,4.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,3.5,1.0,1.0,1.0,1.0,2.0,-1.0,1.0,1.0
153,Colombo,1,1,3,2,1,2,10,10,3,1,1,1,2.5,1.5,2.0,-0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,2.0,1.0,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5
154,Gampaha,1,2,3,2,4,1,1,10,3,3,3,3,1.0,1.0,-1.0,-3.5,-2.0,1.0,1.0,-0.5,1.0,1.0,1.0,-0.5,0.5,-1.0,1.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
155,Puttalam,2,1,5,2,1,1,6,0,3,3,3,3,-1.0,2.0,2.0,-1.5,1.0,2.0,1.0,0.5,1.0,2.5,1.0,1.0,3.5,2.5,1.0,1.0,-0.5,-1.0,1.0,1.0,5.0,1.0,0.5,1.0,1.0,1.0
157,Gampaha,1,2,6,2,5,1,6,0,3,3,3,3,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,-0.5,-0.5,1.0,-3.5,-1.0,1.0,1.0,3.5,-3.5,1.0,1.0,1.0,1.0
158,Gampaha,1,2,4,2,4,1,10,10,3,1,2,3,-1.0,1.0,1.0,0.5,1.0,2.0,1.0,-2.5,2.0,2.0,1.0,1.0,0.5,0.5,1.0,2.0,0.5,-1.0,1.0,1.0,2.0,1.0,0.5,1.0,-0.5,0.5
159,Puttalam,1,1,4,3,5,1,3,10,5,2,2,2,1.0,2.5,1.0,-3.5,-1.0,-0.5,-0.5,2.5,4.0,-0.5,2.0,1.0,-1.0,0.5,-0.5,1.0,1.0,-1.0,4.0,1.0,1.5,1.5,0.5,-0.5,1.0,1.0
160,Matale,1,2,5,2,4,3,10,10,2,1,1,1,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
161,Kandy,1,2,5,2,4,2,10,3,3,2,2,2,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
162,Kandy,1,2,1,2,4,2,3,10,3,1,1,2,3.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
163,Gampaha,2,1,4,2,4,1,6,0,3,1,1,3,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,-1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0
164,Matale,2,1,4,2,4,3,7,3,1,1,1,1,2.0,2.0,2.0,-2.5,1.0,1.0,1.0,0.5,0.5,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
166,Kandy,1,2,4,2,3,2,3,10,3,1,1,2,3.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,3.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
167,Kandy,2,1,2,2,4,2,6,0,2,1,1,2,1.5,1.0,1.5,-0.5,1.0,2.0,1.0,1.0,2.5,1.0,1.5,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
168,Kandy,3,1,1,1,5,2,6,0,4,1,1,1,2.5,1.0,1.0,-2.5,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.5,1.0,1.0,4.0,1.0,3.5,1.0,1.0,3.0
169,Kandy,1,2,6,2,4,1,8,2,5,5,5,5,1.0,5.0,1.0,-2.5,-1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170,Kandy,1,2,5,2,5,1,6,0,3,2,2,2,-1.0,4.0,2.5,-5.0,-0.5,1.0,-0.5,1.0,1.0,3.5,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
171,Kandy,1,2,3,2,5,1,5,10,2,2,2,2,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
172,Kandy,1,2,6,2,7,1,6,0,3,3,3,3,1.0,1.5,1.0,-2.5,1.0,1.0,-2.5,1.0,1.0,0.5,1.0,1.0,-2.0,1.0,-3.5,-2.0,-3.5,-0.5,1.0,0.5,1.0,1.0,1.0,-1.0,1.0,1.0
173,Kandy,1,2,3,2,5,3,10,3,3,2,3,3,-0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.0,1.5,0.5,1.0,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
174,Gampaha,1,2,2,2,4,1,3,10,3,3,3,3,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
175,Gampaha,1,2,3,2,5,1,3,3,3,2,2,2,-0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,2.0,2.5,1.0,1.0,-0.5,-0.5,1.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,2.0,-0.5,1.0,1.0
176,Gampaha,1,2,2,2,7,1,1,6,3,3,3,3,1.0,1.0,0.5,-2.5,1.0,-0.5,-2.5,-0.5,1.0,1.0,1.0,1.0,0.5,-1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,-2.5,1.0,-1.0,1.0,1.0
177,Gampaha,2,1,1,2,5,1,10,3,1,1,1,1,-1.0,1.0,1.0,-0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
178,Gampaha,1,2,1,2,4,3,10,10,2,1,1,2,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,0.5,1.0,1.0,1.0,-0.5,1.0
179,Colombo,2,1,3,2,4,2,3,10,2,1,1,1,3.5,1.5,1.5,1.5,1.0,1.0,1.0,-0.5,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.5,1.0,4.5,1.0,1.0,1.0,1.0,1.0,4.5,1.0,1.5
180,Gampaha,1,2,3,2,4,1,3,10,3,1,2,2,1.0,-1.0,1.0,-1.5,1.0,1.0,1.0,0.5,1.0,-0.5,1.0,1.0,-0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
182,Kandy,1,1,6,3,4,1,8,10,1,1,1,1,3.5,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
183,Kandy,1,2,5,2,8,1,8,10,3,3,3,3,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,-0.5,1.0,-2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
184,Colombo,1,2,4,2,4,3,2,3,3,3,3,3,-2.5,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.5,1.0,-0.5,1.0,0.0,0.5,1.0,1.5,1.0,1.5,1.0,1.0,2.0,1.0,0.5,0.5,1.0,1.0
185,Kandy,1,2,3,2,4,1,10,10,2,1,1,1,0.5,1.0,1.0,0.5,-0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
186,Kandy,1,2,6,2,4,1,6,0,3,2,2,2,0.0,1.0,1.0,0.5,-2.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,-0.5,1.0,-0.5,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
187,Colombo,1,2,2,2,4,2,3,3,3,2,2,3,0.5,0.5,2.5,1.5,1.0,2.0,1.0,0.5,3.5,2.5,1.5,1.0,0.5,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
188,Colombo,2,1,3,2,4,2,6,0,2,1,1,2,2.0,2.0,2.0,-0.5,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
189,Colombo,2,1,3,2,4,2,6,0,2,1,1,1,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,1.0,2.0,2.0,1.0,1.0,1.0,4.5,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
191,Gampaha,1,2,4,2,4,3,5,10,1,1,1,1,2.0,2.0,2.0,-0.5,2.0,0.5,1.0,1.0,1.5,1.5,2.0,1.0,0.5,1.0,0.5,2.0,-2.5,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
192,Colombo,1,2,3,2,5,2,3,10,3,2,2,3,1.5,1.5,1.5,-0.5,0.5,1.0,1.0,0.5,1.5,2.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,3.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
193,Gampaha,1,2,4,2,5,1,10,10,5,2,2,2,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
194,Kandy,1,2,3,2,4,1,10,10,2,1,1,1,0.5,1.0,0.5,-1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0
195,Gampaha,1,2,5,2,4,1,3,10,3,2,2,2,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.5,1.0,1.0,1.0,-0.5,1.0
196,Gampaha,1,2,5,2,4,1,6,0,3,2,2,3,1.0,1.0,-1.0,1.0,1.0,-0.5,1.0,2.5,5.0,-1.0,1.0,-0.5,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
197,Gampaha,2,1,2,2,4,1,6,0,3,2,2,1,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
198,Colombo,1,2,3,2,4,3,10,3,3,2,2,2,1.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,-0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
199,Kandy,1,2,6,2,4,1,8,10,3,3,3,3,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.5,-0.5,1.0,-0.5,-0.5,1.0,0.5,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
200,Kandy,2,1,3,2,7,1,8,10,2,2,2,2,0.5,5.0,4.0,-3.5,0.5,1.0,-2.5,1.0,1.0,3.5,1.0,1.0,4.0,4.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
201,Kandy,1,2,3,2,4,2,3,10,3,1,1,2,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,-1.0,1.0,3.0,1.0,1.0,3.5,1.0,1.0,1.0,1.0,2.0
202,Kandy,1,1,7,2,4,1,6,0,2,2,2,2,-1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,0.5,1.0,1.0,-1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
203,Kandy,1,2,4,2,5,1,10,3,2,3,3,2,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,0.5,4.0,0.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
204,Gampaha,1,2,1,2,5,3,7,10,3,1,1,1,4.5,2.5,3.5,2.0,1.0,1.0,2.5,1.0,3.5,3.5,0.5,1.0,2.5,2.5,2.5,2.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,3.5,1.0,1.0
205,Gampaha,2,1,3,2,4,2,3,5,4,4,4,4,1.0,4.0,2.0,-2.5,1.0,2.0,-0.5,1.0,1.5,2.0,2.0,1.0,-0.5,-0.5,-0.5,2.0,0.5,2.5,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
206,Gampaha,1,1,1,2,5,3,6,0,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
207,Gampaha,1,1,3,2,4,3,7,4,4,2,3,2,4.5,2.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,2.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0
208,Colombo,1,2,4,2,3,3,10,3,2,1,2,2,1.0,0.5,2.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
209,Gampaha,2,1,2,2,4,1,6,0,2,1,1,1,-1.0,1.0,1.0,-0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.5
211,Gampaha,1,1,4,3,4,1,6,0,2,1,1,2,-1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.5
212,Gampaha,1,2,3,2,4,3,6,0,2,1,1,2,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
213,Gampaha,1,2,3,2,5,3,10,10,2,1,1,1,-4.0,5.0,1.0,-0.5,0.5,0.0,1.0,-0.5,1.0,0.5,1.0,0.5,-1.0,1.0,1.0,0.5,-0.5,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
215,Gampaha,2,2,5,2,4,3,6,0,2,1,1,1,4.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
217,Gampaha,1,2,1,2,5,1,3,10,3,1,1,2,0.0,2.0,0.0,-3.5,1.0,1.0,1.0,-0.5,1.0,0.0,1.0,1.0,-0.5,-1.0,1.0,1.0,1.0,2.5,1.0,1.0,4.0,1.0,2.0,-1.0,1.0,1.0
218,Gampaha,2,1,2,2,4,2,5,0,2,1,1,1,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
219,Gampaha,1,1,3,3,1,3,10,10,2,1,1,2,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.5,1.0,2.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,-0.5
220,Kandy,1,2,2,2,4,3,3,4,3,2,2,2,-1.0,1.0,1.0,-2.5,1.0,1.0,1.0,1.0,1.0,0.5,-0.5,1.0,-0.5,-2.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
221,Gampaha,1,2,2,2,4,3,10,10,3,1,1,2,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0
223,Colombo,1,2,2,2,4,2,1,3,2,2,2,2,2.5,2.5,1.0,-1.0,2.5,0.5,1.0,0.5,0.5,2.0,3.5,1.0,-1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
224,Gampaha,1,2,2,2,4,1,10,10,3,1,1,1,0.5,1.0,1.0,-0.5,1.0,1.0,1.0,-0.5,2.0,2.0,1.0,0.5,-0.5,-0.5,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
225,Gampaha,1,2,6,2,3,1,8,10,3,2,2,2,-0.5,0.5,1.0,-3.5,1.0,2.0,1.0,-0.5,2.0,2.5,1.0,2.0,-0.5,-0.5,1.0,2.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
226,Gampaha,1,2,4,2,5,1,1,6,3,3,3,3,0.5,2.0,3.5,-3.5,1.0,2.0,1.0,-0.5,1.0,5.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,-1.0,1.0,1.0,1.0,-2.0,1.0,1.0,1.0,1.0
227,Kandy,1,2,5,2,4,1,10,9,3,3,3,3,-1.0,1.0,1.0,-2.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.5,1.0,-1.0,1.0,1.0,1.0,1.0
229,Kandy,1,2,4,2,5,1,6,0,5,5,5,5,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
230,Gampaha,3,1,1,1,5,1,6,0,2,2,2,2,-1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
232,Colombo,2,1,2,2,4,2,6,0,2,2,2,2,2.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
233,Kandy,1,2,2,1,6,1,3,1,2,2,2,2,-0.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.5,0.5,-0.5,0.5,-2.5,1.0,4.0,1.0,-2.5,1.0,2.0,2.5,1.0,1.0
234,Gampaha,1,2,3,2,5,3,10,10,3,2,2,3,-1.0,2.0,1.0,-0.5,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,-0.5,0.5,1.0,2.0,1.0,-1.0,1.0,1.0,5.0,1.0,0.5,1.0,1.0,1.0
235,Gampaha,1,2,2,2,6,3,10,3,3,1,1,1,0.5,0.5,-0.5,-0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.5,-5.0,4.5,1.0,1.0,1.0,1.0,-3.0,3.0,1.0,1.0
237,Gampaha,1,2,3,2,4,3,10,10,2,1,1,1,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
